ID,First ,Last,Amount,MinUsualAmount,MaxUsualAmount,OutsideMinMax,CC Number,Credit Limit,Credit Used,OnlinePurchase,Vendor,CustomerHomeCity,CustomerAge,AgeLevel,CustomerGender,CustomerMaritalStatus,CustomerHasChildren,IsFraud,TransactionNumber,Transaction Date,Transaction Time,SourceOutsideUsual
278,Aiden,Clark,$356.84 ,1,136,Outside,4142870000000000,1000,0.843178098,Yes,SMU,Plano,71,High,Male,Divorced,No,0,55602037,11/17/23,3:13:13,No
372,Michael,White,$308.19 ,2,194,Outside,4219510000000000,10000,0.755655526,Yes,Uber,Addison,75,High,Male,Divorced,No,0,36662803,9/12/23,6:51:00,No
379,Liam,Perez,$496.61 ,6,475,Outside,4473260000000000,15000,0.887305489,Yes,Home Depot,Irving,68,High,Male,Divorced,No,0,86087762,1/26/23,14:41:24,No
495,Isabella,Taylor,$636.19 ,7,532,Outside,4769620000000000,20000,0.487164409,Yes,Honda,Plano,61,High,Female,Divorced,Yes,0,88304417,3/16/23,3:42:04,No
524,Harper,Wilson,$517.05 ,2,235,Outside,4722850000000000,5000,0.427383323,Yes,Netflix,Addison,71,High,Male,Divorced,Yes,0,88115074,4/16/23,15:25:45,No
813,Jackson,Gonzalez,$629.14 ,3,299,Outside,4157100000000000,20000,0.794824499,Yes,Netflix,Farmers Branch,76,High,Male,Divorced,No,0,58289210,1/2/23,12:42:55,No
1312,Ava,White,$484.23 ,4,341,Outside,4835260000000000,10000,0.018356029,Yes,McDonald's,Rockwall,61,High,Male,Divorced,No,0,66497272,3/5/23,8:12:26,No
1379,Harper,Taylor,$468.57 ,4,325,Outside,4772940000000000,1000,0.05811385,Yes,Netflix,Farmers Branch,70,High,Female,Divorced,No,0,69469397,2/10/23,19:29:51,No
1488,Charlotte,Anderson,$573.78 ,3,298,Outside,4275470000000000,20000,0.880517249,Yes,Honda,Frisco,78,High,Male,Divorced,Yes,0,28495288,1/30/23,0:30:15,No
1525,Ethan,Rodriguez,$663.57 ,6,466,Outside,4773250000000000,1000,0.293463618,Yes,IBM,Rockwall,73,High,Female,Divorced,No,0,91419253,10/20/23,17:39:54,No
1573,Amelia,Williams,$398.07 ,4,285,Outside,4594830000000000,20000,0.029208592,Yes,Walmart,Frisco,70,High,Male,Divorced,Yes,0,20869527,1/29/23,12:05:55,No
1626,Charlotte,Gonzalez,$672.88 ,5,374,Outside,4521590000000000,15000,0.143521534,Yes,Home Depot,Frisco,71,High,Male,Divorced,Yes,1,3440800,2/8/23,0:02:35,No
1861,Isabella,White,$311.41 ,3,215,Outside,4868150000000000,40000,0.89573041,Yes,Amazon,Arlington,80,High,Female,Divorced,No,0,80362874,5/30/23,0:08:06,No
314,Jackson,Harris,$450.30 ,4,326,Outside,4038760000000000,20000,0.057527028,Yes,Subaru,Frisco,77,High,Male,Married,No,0,75832510,5/1/23,5:04:19,No
402,Mia,Garcia,$698.10 ,5,378,Outside,4718940000000000,10000,0.706600428,Yes,SMU,Farmers Branch,66,High,Female,Married,No,0,48209005,2/25/23,6:16:10,No
513,Liam,Gonzalez,$527.47 ,4,281,Outside,4781580000000000,40000,0.524557614,Yes,Apple,Rockwall,76,High,Male,Married,Yes,0,95577800,5/25/23,17:27:39,No
515,Oliver,Harris,$634.29 ,4,324,Outside,4075620000000000,20000,0.980276298,Yes,Netflix,Addison,62,High,Male,Married,Yes,0,36392623,3/3/23,23:37:14,No
700,Benjamin,Jones,$671.33 ,6,433,Outside,4582210000000000,15000,0.733878024,Yes,Apple,McKinney,74,High,Female,Married,Yes,0,94788955,7/1/23,9:06:19,No
929,Harper,Davis,$7.95 ,10,755,Outside,4956700000000000,10000,0.120087741,Yes,Walmart,Plano,67,High,Male,Married,Yes,0,28963036,2/4/23,2:13:40,No
1562,Lucas,Anderson,$692.82 ,9,639,Outside,4071100000000000,5000,0.593633498,Yes,Uber,Arlington,76,High,Male,Married,Yes,1,72481559,12/30/23,7:46:49,No
1903,Amelia,Thomas,$505.48 ,2,147,Outside,4427970000000000,20000,0.66585014,Yes,Netflix,Dallas,75,High,Male,Married,No,0,15444526,9/11/23,21:09:01,No
1935,Oliver,Harris,$550.94 ,4,347,Outside,4978470000000000,1000,0.24899519,Yes,McDonald's,Frisco,71,High,Male,Married,No,0,86916925,10/4/23,8:20:32,No
2014,Ethan,Davis,$697.76 ,5,411,Outside,4103520000000000,15000,0.741102889,Yes,SMU,Irving,61,High,Male,Married,No,0,96152421,8/16/23,7:54:56,No
2118,Benjamin,Wilson,$633.93 ,6,486,Outside,4126280000000000,5000,0.588778161,Yes,Uber,Rockwall,63,High,Female,Married,No,0,11181433,5/24/23,23:47:49,No
2187,Benjamin,Perez,$324.47 ,4,287,Outside,4014430000000000,15000,0.956045817,Yes,Starbucks,Irving,64,High,Male,Married,Yes,0,60141288,1/10/23,1:35:55,No
280,Mia,Thomas,$674.24 ,3,216,Outside,4545480000000000,1000,0.796613146,Yes,Starbucks,McKinney,61,High,Male,Single,Yes,1,34386091,9/22/23,3:32:17,No
374,Lucas,Smith,$651.92 ,5,405,Outside,4864750000000000,5000,0.450947977,Yes,Starbucks,Addison,72,High,Male,Single,Yes,0,34398946,6/11/23,1:32:28,No
432,Oliver,Rodriguez,$141.72 ,1,137,Outside,4486620000000000,15000,0.87964708,Yes,Walmart,Addison,62,High,Female,Single,Yes,1,29499501,3/24/23,20:15:22,No
453,Liam,Taylor,$458.72 ,5,355,Outside,4027440000000000,5000,0.306621606,Yes,McDonald's,McKinney,74,High,Female,Single,No,1,56536659,7/9/23,7:57:35,No
506,Alexander,Lee,$661.78 ,8,579,Outside,4083170000000000,1000,0.381966789,Yes,Honda,Irving,69,High,Female,Single,Yes,0,39288437,1/22/23,23:57:16,No
511,John,Hernandez,$479.51 ,6,450,Outside,4684400000000000,40000,0.357033126,Yes,Subaru,McKinney,63,High,Female,Single,Yes,0,20828329,4/14/23,22:36:10,No
598,Logan,Smith,$135.43 ,1,119,Outside,4677970000000000,15000,0.376163748,Yes,InternationalHolding,McKinney,69,High,Female,Single,No,0,45410615,10/11/23,5:57:44,No
641,Charlotte,Jones,$515.38 ,4,327,Outside,4533640000000000,10000,0.201026665,Yes,SMU,Frisco,76,High,Female,Single,No,1,38960063,6/23/23,11:39:03,No
818,Sophia,Taylor,$364.88 ,2,146,Outside,4057770000000000,10000,0.739516012,Yes,Starbucks,Irving,78,High,Female,Single,No,0,70581959,12/31/23,18:53:56,No
1374,Benjamin,Wilson,$545.13 ,1,79,Outside,4206490000000000,20000,0.570977609,Yes,Amazon,Plano,73,High,Female,Single,Yes,0,55693513,8/20/23,12:56:27,No
1377,Mia,Harris,$520.28 ,2,191,Outside,4187960000000000,40000,0.947349068,Yes,Apple,McKinney,64,High,Female,Single,No,1,50541463,1/27/23,11:29:28,No
1567,Lucas,Lewis,$670.95 ,1,168,Outside,4103820000000000,10000,0.231932914,Yes,Honda,Farmers Branch,80,High,Male,Single,Yes,0,60938890,11/5/23,11:24:52,No
1639,Oliver,Martinez,$632.50 ,3,219,Outside,4320700000000000,10000,0.593664348,Yes,Smoothy King,Addison,62,High,Male,Single,Yes,0,23200780,6/15/23,14:48:46,No
1642,Jackson,Davis,$686.65 ,1,122,Outside,4744710000000000,15000,0.549093328,Yes,Netflix,Plano,62,High,Female,Single,No,0,14113118,8/6/23,16:25:46,No
1656,Benjamin,Smith,$609.96 ,5,366,Outside,4551490000000000,20000,0.820667472,Yes,Amazon,Arlington,63,High,Female,Single,Yes,0,18015502,8/11/23,5:35:46,No
1714,Lucas,Smith,$634.54 ,3,298,Outside,4371910000000000,1000,0.482326122,Yes,Honda,Frisco,64,High,Male,Single,Yes,0,31921944,1/17/23,16:48:16,No
1759,Aiden,Anderson,$442.13 ,4,304,Outside,4296390000000000,1000,0.943850302,Yes,Uber,Dallas,76,High,Male,Single,Yes,1,76590687,6/1/23,12:36:24,No
1795,Logan,Martinez,$648.55 ,4,281,Outside,4629410000000000,5000,0.366593104,Yes,Starbucks,Frisco,72,High,Female,Single,Yes,0,11324659,1/12/23,14:50:55,No
1853,Elijah,Martinez,$612.42 ,6,511,Outside,4291730000000000,40000,0.813414964,Yes,Smoothy King,Irving,71,High,Female,Single,Yes,0,73560804,7/14/23,15:15:19,No
1908,Charlotte,White,$681.64 ,1,122,Outside,4741950000000000,20000,0.247520952,Yes,Lift,McKinney,64,High,Male,Single,Yes,0,30000250,7/21/23,13:36:28,No
2089,Isabella,Garcia,$637.88 ,8,609,Outside,4186830000000000,40000,0.844559871,Yes,InternationalHolding,Addison,71,High,Female,Single,No,0,42609019,5/29/23,4:51:06,No
2099,Ethan,Lee,$582.55 ,4,321,Outside,4553030000000000,20000,0.960931765,Yes,Honda,Irving,65,High,Female,Single,No,0,12295821,3/19/23,22:22:33,No
2181,Aiden,Lee,$533.51 ,6,498,Outside,4903000000000000,40000,0.930560097,Yes,Apple,Arlington,75,High,Female,Single,Yes,1,44095634,2/24/23,16:30:10,No
26, Joseph     , Wright,$459.68 ,2,156,Outside,4421269669087110,5000,0.306668257,Yes,Addidas,Plano,62,High,f,Single ,Yes,1,65268755,1/15/24,4:21:41,No
357,Aiden,Hernandez,$527.18 ,3,288,Outside,4396160000000000,15000,0.698750752,Yes,Uber,McKinney,80,High,Female,Widowed,Yes,0,69776175,2/4/23,11:34:33,No
559,Jackson,Perez,$442.09 ,3,232,Outside,4087740000000000,10000,0.777639896,Yes,IBM,Addison,64,High,Male,Widowed,No,0,37457129,6/4/23,10:23:54,No
577,Mia,Hernandez,$607.55 ,6,487,Outside,4345580000000000,40000,0.218559514,Yes,Subaru,Rockwall,62,High,Female,Widowed,No,0,5365778,11/7/23,19:39:11,No
748,Benjamin,Jones,$524.56 ,5,387,Outside,4834480000000000,1000,0.130658102,Yes,Lift,Farmers Branch,66,High,Male,Widowed,Yes,0,35925462,6/6/23,2:57:35,No
772,Alexander,Lee,$679.80 ,5,389,Outside,4522820000000000,20000,0.256833148,Yes,Honda,Frisco,71,High,Female,Widowed,Yes,0,80504994,8/31/23,14:22:17,No
854,Alexander,Gonzalez,$253.90 ,2,188,Outside,4725760000000000,40000,0.842369709,Yes,SMU,Irving,78,High,Female,Widowed,No,0,96864248,1/3/23,16:46:59,No
912,Charlotte,Taylor,$461.36 ,6,458,Outside,4322220000000000,10000,0.666727761,Yes,IBM,Dallas,80,High,Male,Widowed,Yes,0,35782369,6/3/23,15:36:36,No
921,Amelia,Harris,$480.40 ,5,385,Outside,4526070000000000,20000,0.819898168,Yes,Home Depot,Addison,66,High,Male,Widowed,Yes,0,44957405,1/26/23,0:24:41,No
1196,Charlotte,Clark,$677.37 ,4,354,Outside,4831720000000000,5000,0.55897046,Yes,Amazon,Farmers Branch,63,High,Male,Widowed,No,0,17938242,4/13/23,20:52:53,No
1593,Amelia,Taylor,$647.08 ,8,578,Outside,4503290000000000,20000,0.98893204,Yes,Starbucks,Plano,64,High,Female,Widowed,Yes,0,76470156,5/29/23,13:04:06,No
1898,Sophia,Davis,$574.75 ,1,111,Outside,4114250000000000,1000,0.976135952,Yes,Walmart,Frisco,74,High,Female,Widowed,No,0,74567713,8/24/23,15:04:37,No
2005,Charlotte,Smith,$341.19 ,3,300,Outside,4702710000000000,10000,0.766903602,Yes,SMU,Frisco,64,High,Female,Widowed,Yes,0,87589832,7/19/23,3:03:14,No
2015,Michael,Rodriguez,$397.91 ,4,304,Outside,4554280000000000,40000,0.892591901,Yes,Subaru,Arlington,62,High,Male,Widowed,No,0,36650006,4/21/23,2:54:02,No
2084,Mia,Harris,$636.39 ,3,298,Outside,4489350000000000,40000,0.721203657,Yes,Subaru,Farmers Branch,69,High,Female,Widowed,No,0,47322121,9/13/23,16:14:05,No
421,Ethan,Garcia,$555.26 ,3,238,Outside,4182580000000000,10000,0.587070767,Yes,Smoothy King,Dallas,99,Highest,Male,Divorced,No,0,76692411,8/2/23,18:04:24,No
705,Jackson,Anderson,$527.45 ,4,300,Outside,4368160000000000,40000,0.877773325,Yes,InternationalHolding,Farmers Branch,100,Highest,Male,Divorced,No,0,27487485,8/12/23,23:52:47,No
868,Alexander,Lee,$548.25 ,4,281,Outside,4668310000000000,20000,0.602064007,Yes,Uber,Arlington,100,Highest,Male,Divorced,No,0,26194427,12/21/23,7:54:00,No
955,Elijah,Harris,$225.52 ,2,208,Outside,4451590000000000,1000,0.051926914,Yes,Walmart,Addison,85,Highest,Female,Divorced,Yes,0,74851808,3/24/23,18:09:04,No
1006,Ava,Garcia,$657.67 ,1,139,Outside,4412630000000000,10000,0.811535746,Yes,Subaru,Frisco,95,Highest,Male,Divorced,No,0,78532138,2/20/23,1:35:06,No
1337,Olivia,Taylor,$431.53 ,1,72,Outside,4887760000000000,1000,0.852976548,Yes,McDonald's,Farmers Branch,85,Highest,Female,Divorced,Yes,1,41599269,12/13/23,7:32:54,No
1375,Michael,Wilson,$103.69 ,1,82,Outside,4552510000000000,1000,0.233305558,Yes,Smoothy King,Addison,100,Highest,Male,Divorced,Yes,1,47120525,8/10/23,7:02:43,No
1592,Sophia,Davis,$275.66 ,1,142,Outside,4960040000000000,5000,0.34612782,Yes,IBM,Frisco,101,Highest,Male,Divorced,No,0,78033067,8/14/23,2:41:20,No
1596,Mia,Lee,$562.41 ,6,474,Outside,4341560000000000,40000,0.0118801,Yes,Apple,Addison,86,Highest,Female,Divorced,Yes,0,48023656,3/21/23,12:49:28,No
1603,Alexander,Hernandez,$406.06 ,3,221,Outside,4754010000000000,1000,0.737730972,Yes,Honda,Plano,96,Highest,Male,Divorced,No,0,82747662,6/14/23,14:18:09,No
1775,Olivia,Anderson,$211.80 ,1,100,Outside,4476200000000000,15000,0.047522833,Yes,Walmart,Dallas,83,Highest,Male,Divorced,No,0,19835801,1/18/23,4:00:33,No
1818,Ethan,Hernandez,$523.48 ,5,431,Outside,4470650000000000,15000,0.611522948,Yes,IBM,McKinney,94,Highest,Female,Divorced,No,1,65985367,9/30/23,2:06:24,No
1888,Jackson,Taylor,$591.01 ,8,591,Outside,4121380000000000,20000,0.832771277,Yes,Uber,Farmers Branch,83,Highest,Male,Divorced,Yes,0,77477512,8/19/23,1:29:13,No
1932,Olivia,White,$647.71 ,1,80,Outside,4868520000000000,1000,0.919971307,Yes,Smoothy King,Arlington,96,Highest,Male,Divorced,No,0,27791380,11/5/23,15:02:35,No
2002,Oliver,Hernandez,$313.49 ,1,88,Outside,4246710000000000,40000,0.736226458,Yes,McDonald's,Arlington,84,Highest,Male,Divorced,Yes,0,75379407,11/28/23,14:02:44,No
2088,Olivia,Martinez,$509.11 ,4,374,Outside,4171240000000000,1000,0.724387463,Yes,Apple,McKinney,89,Highest,Female,Divorced,No,0,13587187,4/25/23,16:53:31,No
384,Lucas,Taylor,$365.10 ,2,207,Outside,4506100000000000,20000,0.891380778,Yes,Walmart,Dallas,98,Highest,Female,Married,No,0,80443817,1/9/23,16:22:39,No
412,Ethan,Taylor,$350.57 ,3,274,Outside,4888520000000000,1000,0.109979651,Yes,SMU,Arlington,88,Highest,Male,Married,No,0,90633166,11/19/23,11:57:26,No
552,Alexander,White,$603.26 ,6,437,Outside,4986870000000000,20000,0.004646408,Yes,Uber,Frisco,101,Highest,Female,Married,Yes,0,5543806,6/13/23,2:53:09,No
576,Alexander,Davis,$297.09 ,1,138,Outside,4335780000000000,10000,0.253717002,Yes,Uber,McKinney,101,Highest,Female,Married,No,0,35660712,11/12/23,12:20:20,No
579,Sophia,Harris,$526.86 ,4,313,Outside,4674460000000000,15000,0.097951305,Yes,Smoothy King,Irving,101,Highest,Male,Married,Yes,0,97891751,6/10/23,23:01:14,No
584,Ethan,Williams,$315.58 ,2,181,Outside,4086530000000000,20000,0.413678957,Yes,Uber,Dallas,86,Highest,Female,Married,Yes,0,26980605,11/15/23,18:40:57,No
709,Oliver,Jones,$515.31 ,2,223,Outside,4475770000000000,5000,0.238113618,Yes,Walmart,Irving,94,Highest,Female,Married,Yes,0,90203174,11/18/23,7:56:10,No
823,Olivia,Jones,$696.14 ,7,513,Outside,4782650000000000,40000,0.76427344,Yes,Uber,Frisco,81,Highest,Female,Married,No,1,98352791,8/8/23,13:57:30,No
826,Aiden,Martinez,$409.75 ,3,227,Outside,4767180000000000,1000,0.065777438,Yes,McDonald's,Rockwall,100,Highest,Male,Married,Yes,0,53385557,12/2/23,2:40:54,No
983,John,Anderson,$236.34 ,2,227,Outside,4296270000000000,5000,0.135267744,Yes,Apple,Rockwall,87,Highest,Male,Married,Yes,0,30073047,7/16/23,3:59:04,No
1002,Olivia,Lee,$331.71 ,3,310,Outside,4129180000000000,5000,0.916143358,Yes,InternationalHolding,Frisco,93,Highest,Female,Married,No,0,12509681,1/25/23,9:21:03,No
1311,Alexander,Harris,$179.98 ,1,113,Outside,4054530000000000,10000,0.393263986,Yes,Starbucks,McKinney,90,Highest,Female,Married,No,0,33377593,8/22/23,17:17:17,No
1328,Harper,Perez,$427.03 ,1,147,Outside,4126560000000000,1000,0.290640658,Yes,IBM,Frisco,86,Highest,Male,Married,No,0,32264994,9/24/23,1:14:44,No
1465,Lucas,Jones,$448.16 ,3,268,Outside,4177200000000000,1000,0.148827665,Yes,McDonald's,Rockwall,94,Highest,Male,Married,No,0,48888977,10/22/23,22:33:02,No
1609,Isabella,Lee,$643.68 ,4,311,Outside,4949170000000000,40000,0.760003549,Yes,Walmart,Arlington,91,Highest,Female,Married,No,0,64790858,2/9/23,6:28:14,No
1658,Amelia,Thomas,$638.65 ,4,323,Outside,4233580000000000,20000,0.154451042,Yes,SMU,Farmers Branch,100,Highest,Male,Married,Yes,1,18762176,8/24/23,6:36:20,No
1663,Isabella,Lewis,$433.17 ,4,357,Outside,4162380000000000,10000,0.704060094,Yes,SMU,Frisco,97,Highest,Female,Married,Yes,0,75205149,1/13/23,21:41:58,No
1764,Logan,Clark,$680.40 ,4,369,Outside,4260360000000000,40000,0.313964434,Yes,Lift,Farmers Branch,88,Highest,Female,Married,Yes,0,13043216,4/6/23,14:26:10,No
1824,Alexander,Martinez,$534.72 ,3,218,Outside,4799130000000000,40000,0.939878655,Yes,InternationalHolding,Frisco,88,Highest,Male,Married,Yes,1,70376240,9/13/23,15:30:32,No
1860,Lucas,Hernandez,$554.81 ,4,315,Outside,4605920000000000,10000,0.350889542,Yes,Honda,Irving,87,Highest,Female,Married,Yes,0,34940109,7/28/23,16:19:50,No
1941,Logan,Williams,$647.97 ,4,331,Outside,4533210000000000,40000,0.212475354,Yes,Apple,Irving,100,Highest,Female,Married,No,0,64488683,6/7/23,19:44:07,No
1978,Aiden,Lee,$667.78 ,4,307,Outside,4693730000000000,20000,0.436213454,Yes,Honda,Irving,87,Highest,Male,Married,Yes,1,63936429,12/18/23,7:53:58,No
2029,Liam,Lewis,$453.67 ,3,217,Outside,4915210000000000,10000,0.053649518,Yes,Honda,Frisco,93,Highest,Male,Married,Yes,0,90489777,1/4/23,14:49:57,No
2128,Ava,Garcia,$478.30 ,3,227,Outside,4452550000000000,40000,0.977321354,Yes,Uber,Frisco,82,Highest,Male,Married,Yes,0,61941552,5/4/23,19:58:49,No
2188,Charlotte,Thomas,$420.44 ,3,249,Outside,4085640000000000,5000,0.300407381,Yes,Lift,Dallas,82,Highest,Female,Married,Yes,0,13893160,2/21/23,10:02:14,No
242,Amelia,Gonzalez,$410.19 ,1,103,Outside,4151140000000000,40000,0.066768087,Yes,SMU,McKinney,82,Highest,Male,Single,Yes,0,35357359,11/9/23,17:29:01,No
347,Aiden,Davis,$492.85 ,5,420,Outside,4002690000000000,15000,0.069860876,Yes,Lift,Rockwall,101,Highest,Female,Single,No,0,49300820,10/5/23,17:28:12,No
542,Charlotte,Martinez,$672.08 ,3,304,Outside,4398630000000000,40000,0.281272656,Yes,IBM,Irving,89,Highest,Female,Single,Yes,1,89414007,1/15/23,15:01:20,No
614,Jackson,Jones,$2.60 ,9,682,Outside,4392330000000000,20000,0.061408484,Yes,Uber,McKinney,98,Highest,Male,Single,Yes,1,49704781,1/15/23,18:56:45,No
656,Elijah,Rodriguez,$633.72 ,2,219,Outside,4938660000000000,1000,0.618312801,Yes,IBM,Addison,85,Highest,Male,Single,Yes,0,90060631,2/1/23,19:29:23,No
673,Lucas,Perez,$676.99 ,8,621,Outside,4302970000000000,1000,0.036527977,Yes,InternationalHolding,Plano,83,Highest,Male,Single,Yes,0,80339670,3/17/23,9:58:54,No
755,Amelia,Gonzalez,$379.29 ,4,368,Outside,4147910000000000,1000,0.636206492,Yes,Home Depot,Dallas,96,Highest,Female,Single,Yes,0,15152423,2/6/23,2:07:57,No
776,Ethan,Rodriguez,$437.60 ,4,332,Outside,4382640000000000,40000,0.518913902,Yes,Netflix,Dallas,84,Highest,Female,Single,No,0,5471049,12/28/23,14:59:51,No
815,Benjamin,Taylor,$235.82 ,2,187,Outside,4739960000000000,10000,0.820125168,Yes,Starbucks,McKinney,91,Highest,Female,Single,No,0,71043067,6/9/23,7:20:51,No
869,Sophia,Harris,$514.51 ,3,214,Outside,4491330000000000,1000,0.63561725,Yes,Starbucks,Addison,97,Highest,Male,Single,Yes,0,88817039,3/3/23,1:18:34,No
986,Charlotte,Davis,$522.81 ,3,245,Outside,4282830000000000,1000,0.005105675,Yes,Starbucks,Irving,86,Highest,Male,Single,Yes,0,32809198,6/22/23,22:59:45,No
1034,Benjamin,Martinez,$555.29 ,2,203,Outside,4207410000000000,20000,0.62602225,Yes,SMU,McKinney,84,Highest,Male,Single,Yes,0,81145637,11/12/23,2:49:42,No
1363,Oliver,Clark,$289.56 ,2,181,Outside,4254920000000000,15000,0.027249961,Yes,McDonald's,Rockwall,94,Highest,Female,Single,Yes,1,1991457,3/28/23,4:16:43,No
1704,Amelia,Taylor,$519.20 ,4,317,Outside,4189060000000000,1000,0.978566685,Yes,Home Depot,Arlington,85,Highest,Male,Single,Yes,1,71297069,8/30/23,1:26:05,No
1710,Olivia,Garcia,$543.93 ,7,513,Outside,4723010000000000,1000,0.087910982,Yes,Starbucks,Rockwall,96,Highest,Female,Single,Yes,0,17115593,11/14/23,18:39:52,No
1826,Charlotte,Garcia,$531.96 ,3,296,Outside,4288180000000000,1000,0.610086183,Yes,InternationalHolding,Arlington,91,Highest,Male,Single,Yes,0,86442613,12/6/23,21:46:37,No
1966,Harper,Thomas,$301.57 ,2,144,Outside,4232220000000000,1000,0.205941728,Yes,Netflix,Dallas,88,Highest,Female,Single,No,1,79650339,1/30/23,11:04:58,No
305,Sophia,Wilson,$543.97 ,5,422,Outside,4948730000000000,15000,0.390216724,Yes,SMU,Rockwall,88,Highest,Male,Widowed,No,0,86944096,6/9/23,0:24:59,No
393,Liam,Anderson,$296.58 ,2,143,Outside,4190220000000000,1000,0.084851193,Yes,Netflix,Farmers Branch,89,Highest,Female,Widowed,Yes,1,46636832,6/21/23,20:13:20,No
561,Isabella,Rodriguez,$507.42 ,6,470,Outside,4465520000000000,5000,0.736045547,Yes,Home Depot,Frisco,95,Highest,Female,Widowed,Yes,0,68175061,6/10/23,23:27:01,No
590,Aiden,Perez,$603.25 ,1,100,Outside,4786880000000000,20000,0.695199909,Yes,Starbucks,Arlington,94,Highest,Male,Widowed,No,0,52251541,7/2/23,0:46:26,No
602,Michael,Rodriguez,$491.06 ,3,279,Outside,4651930000000000,40000,0.513788482,Yes,Netflix,Irving,92,Highest,Female,Widowed,No,0,56907440,12/24/23,17:58:27,No
675,Liam,Thomas,$651.38 ,2,198,Outside,4893790000000000,40000,0.801763802,Yes,Amazon,Plano,87,Highest,Male,Widowed,Yes,1,81595212,3/5/23,23:29:21,No
838,Jackson,Smith,$622.03 ,6,425,Outside,4467590000000000,20000,0.272890744,Yes,Apple,Frisco,94,Highest,Female,Widowed,Yes,0,65446473,5/15/23,10:04:18,No
851,Mia,Williams,$689.09 ,2,209,Outside,4588090000000000,10000,0.651082279,Yes,Starbucks,Irving,94,Highest,Female,Widowed,Yes,0,73183777,6/29/23,6:14:01,No
1025,Elijah,Harris,$441.04 ,3,220,Outside,4498360000000000,5000,0.049278208,Yes,Smoothy King,Arlington,87,Highest,Female,Widowed,Yes,0,90076222,12/19/23,5:01:51,No
1493,Sophia,Davis,$457.06 ,6,436,Outside,4454610000000000,10000,0.212373073,Yes,Uber,Dallas,92,Highest,Male,Widowed,Yes,0,28128967,4/20/23,17:50:42,No
1589,Amelia,White,$562.20 ,5,399,Outside,4235250000000000,40000,0.911831985,Yes,McDonald's,Rockwall,87,Highest,Male,Widowed,No,0,38975874,2/2/23,10:16:35,No
1725,Isabella,Rodriguez,$651.94 ,4,301,Outside,4180610000000000,40000,0.207284873,Yes,Lift,Arlington,88,Highest,Female,Widowed,Yes,0,28871098,6/27/23,15:02:18,No
2173,Amelia,Lewis,$165.95 ,1,144,Outside,4789660000000000,40000,0.314748815,Yes,Amazon,Irving,97,Highest,Female,Widowed,No,1,2378570,1/1/23,3:17:58,No
249,Logan,Wilson,$696.39 ,4,347,Outside,4252420000000000,10000,0.729452255,Yes,IBM,Frisco,19,Low,Female,Divorced,No,0,88931605,4/20/23,16:11:27,No
265,Michael,Hernandez,$569.57 ,3,253,Outside,4365630000000000,15000,0.655501891,Yes,Uber,Plano,27,Low,Male,Divorced,No,0,40104916,5/10/23,12:24:25,No
322,Ava,Clark,$568.85 ,2,166,Outside,4687220000000000,10000,0.826021286,Yes,Starbucks,Arlington,28,Low,Male,Divorced,No,0,88531323,4/10/23,23:29:07,No
442,Jackson,Gonzalez,$369.78 ,4,340,Outside,4916230000000000,1000,0.96525139,Yes,Amazon,Frisco,30,Low,Female,Divorced,Yes,0,90260973,2/7/23,2:16:57,No
476,Oliver,Thomas,$111.77 ,1,104,Outside,4530350000000000,10000,0.637702104,Yes,McDonald's,McKinney,27,Low,Female,Divorced,No,0,44389514,10/8/23,8:15:04,No
587,Benjamin,Smith,$610.93 ,2,204,Outside,4124830000000000,40000,0.836973374,Yes,Uber,Frisco,29,Low,Male,Divorced,No,0,5713149,6/10/23,13:42:12,No
668,Charlotte,White,$545.43 ,4,363,Outside,4308380000000000,40000,0.168171853,Yes,Smoothy King,Rockwall,24,Low,Female,Divorced,Yes,0,11446498,9/9/23,9:48:07,No
735,Lucas,White,$678.65 ,3,289,Outside,4198450000000000,15000,0.108577478,Yes,Netflix,Addison,18,Low,Male,Divorced,No,0,69097028,8/6/23,11:58:37,No
872,Lucas,Harris,$670.43 ,3,236,Outside,4671020000000000,20000,0.272708826,Yes,Walmart,Frisco,25,Low,Male,Divorced,No,0,72156733,7/18/23,21:00:46,No
1007,John,Clark,$411.71 ,3,302,Outside,4921680000000000,20000,0.369438318,Yes,McDonald's,Frisco,26,Low,Female,Divorced,No,0,99357635,4/15/23,8:32:06,No
1172,Ava,Martinez,$186.89 ,2,185,Outside,4537450000000000,20000,0.558526304,Yes,Walmart,Irving,20,Low,Male,Divorced,No,1,75896694,10/16/23,6:34:08,No
1187,Alexander,Garcia,$522.38 ,2,161,Outside,4450390000000000,20000,0.824542326,Yes,IBM,Arlington,22,Low,Male,Divorced,Yes,0,38212684,11/9/23,10:10:06,No
1546,Isabella,Lewis,$528.95 ,2,240,Outside,4096390000000000,10000,0.484050133,Yes,Smoothy King,Rockwall,28,Low,Female,Divorced,No,0,44920510,4/7/23,9:58:12,No
1711,Charlotte,Davis,$414.43 ,5,377,Outside,4352890000000000,10000,0.927803786,Yes,Subaru,Frisco,20,Low,Male,Divorced,Yes,0,13384947,1/29/23,7:05:39,No
1748,Olivia,Thomas,$509.28 ,5,420,Outside,4694830000000000,5000,0.762889141,Yes,SMU,McKinney,20,Low,Male,Divorced,No,0,88163707,10/31/23,4:41:00,No
