CCNum,MinUsualAmount,MaxUsualAmount,CC,SourceOutsideUsual,Amount,OnlinePurchase,TransactionNumber,IsFraud,OutsideUsualAmount
4677300000000000,10,721,4677300000000000,Yes,99.35,No,61331293,0,No
4778620000000000,10,776,4778620000000000,Yes,632.75,No,88750768,0,No
4061710000000000,6,420,4061710000000000,Yes,120.34,No,23186428,0,No
4988090000000000,5,434,4988090000000000,Yes,51.86,No,52643625,0,No
4513840000000000,9,696,4513840000000000,Yes,415.54,No,73255654,0,No
4347510000000000,8,564,4347510000000000,Yes,195.71,No,43658096,0,No
4921530000000000,6,446,4921530000000000,Yes,155.22,No,19206763,0,No
4611820000000000,4,373,4611820000000000,Yes,169.31,No,28477351,0,No
4217210000000000,6,496,4217210000000000,Yes,494.27,No,3143077,0,No
4504140000000000,10,730,4504140000000000,Yes,209.6,No,81599243,0,No
4942200000000000,4,325,4942200000000000,Yes,272.23,No,61354918,0,No
4443670000000000,9,641,4443670000000000,Yes,393.65,No,9961044,0,No
4973840000000000,7,565,4973840000000000,Yes,458.85,No,81518324,0,No
4811710000000000,5,400,4811710000000000,Yes,61.66,No,4678533,0,No
4256720000000000,11,811,4256720000000000,Yes,603.35,No,54188435,0,No
4231990000000000,5,415,4231990000000000,Yes,38.55,No,28960782,0,No
4564450000000000,3,258,4564450000000000,Yes,129.52,No,60630785,0,No
4752120000000000,7,530,4752120000000000,Yes,319.19,No,10778994,0,No
4603490000000000,7,548,4603490000000000,Yes,106.18,No,54682346,0,No
4576680000000000,8,610,4576680000000000,Yes,255.61,No,47507691,0,No
4993970000000000,4,331,4993970000000000,Yes,150.17,No,11635391,0,No
4657580000000000,3,297,4657580000000000,Yes,230.79,No,90550164,0,No
4978790000000000,10,726,4978790000000000,Yes,50.83,No,8499355,0,No
4413550000000000,10,765,4413550000000000,Yes,420.06,No,70832662,0,No
4607760000000000,11,791,4607760000000000,Yes,476.4,No,90747720,0,No
4717010000000000,7,551,4717010000000000,Yes,435.81,No,39172342,0,No
4910710000000000,9,729,4910710000000000,Yes,149.7,No,64799848,0,No
4852090000000000,6,482,4852090000000000,Yes,311.76,No,4246025,0,No
4691030000000000,5,417,4691030000000000,Yes,338.06,No,90554175,0,No
9899249285274810,6,490,9899249285274810,Yes,116.69,No,5393725,0,No
4610130000000000,6,465,4610130000000000,Yes,268.16,No,79047393,0,No
4034600000000000,9,703,4034600000000000,Yes,490.19,No,41501239,0,No
4034600000000000,3,231,4034600000000000,Yes,490.19,No,41501239,0,Yes
4034600000000000,9,703,4034600000000000,No,517.2,Yes,80992085,0,No
4034600000000000,3,231,4034600000000000,No,517.2,Yes,80992085,0,Yes
4908010000000000,5,449,4908010000000000,Yes,315.24,No,29296790,0,No
4888160000000000,7,554,4888160000000000,Yes,41.72,No,74301202,0,No
4218420000000000,9,707,4218420000000000,Yes,117.86,No,96051643,0,No
4117010000000000,6,429,4117010000000000,Yes,138.67,No,51792121,0,No
4874490000000000,10,800,4874490000000000,Yes,532.37,No,97073244,0,No
4199710000000000,9,725,4199710000000000,Yes,172.57,No,56184679,0,No
4976880000000000,8,653,4976880000000000,Yes,81.91,No,76475079,0,No
4904870000000000,5,400,4904870000000000,Yes,166.27,No,90303890,0,No
4904870000000000,7,570,4904870000000000,Yes,166.27,No,90303890,0,No
4904870000000000,5,400,4904870000000000,No,478.96,Yes,90090330,0,Yes
4904870000000000,7,570,4904870000000000,No,478.96,Yes,90090330,0,No
4744590000000000,10,799,4744590000000000,Yes,313.18,No,55325068,0,No
6061774269340880,6,421,6061774269340880,Yes,91.09,No,28684340,0,No
1905496774285620,4,367,1905496774285620,Yes,187.76,No,21372215,0,No
4036820000000000,7,575,4036820000000000,Yes,188.07,No,13469321,0,No
4038350000000000,10,759,4038350000000000,Yes,218.02,No,80192136,0,No
4988570000000000,5,423,4988570000000000,Yes,337.62,No,94942834,0,No
4421640000000000,6,463,4421640000000000,Yes,127.91,No,97341399,0,No
4743940000000000,8,606,4743940000000000,Yes,472.85,No,40129661,0,No
4129760000000000,10,735,4129760000000000,Yes,180.43,No,48778025,0,No
4119720000000000,10,788,4119720000000000,Yes,481.27,No,77168634,0,No
4263340000000000,9,694,4263340000000000,Yes,323.56,No,82545232,0,No
4254840000000000,10,779,4254840000000000,Yes,346.04,No,55911964,0,No
4937210000000000,8,608,4937210000000000,Yes,201.87,No,3481225,0,No
4457630000000000,2,177,4457630000000000,Yes,20.69,No,46007604,0,No
4134630000000000,9,708,4134630000000000,Yes,629.82,No,87339221,0,No
4815360000000000,9,698,4815360000000000,Yes,339.28,No,26697766,0,No
4154460000000000,10,755,4154460000000000,Yes,457.83,No,64231134,0,No
4780810000000000,9,717,4780810000000000,Yes,206.16,No,97584624,0,No
8607909338005290,4,348,8607909338005290,Yes,92.19,No,43837271,0,No
4699624727254900,6,468,4699624727254900,Yes,20.35,No,71809539,0,No
4903810000000000,7,537,4903810000000000,Yes,417.69,No,83665102,0,No
4363630000000000,4,320,4363630000000000,Yes,234.83,No,1476490,0,No
4455410000000000,2,159,4455410000000000,Yes,50.16,No,40679128,0,No
4531550000000000,10,772,4531550000000000,Yes,263.42,No,25840339,0,No
4821340000000000,2,179,4821340000000000,Yes,27.95,No,91447114,0,No
4286570000000000,6,520,4286570000000000,Yes,389.9,No,20764407,0,No
4326170000000000,11,818,4326170000000000,Yes,585.69,No,24204841,0,No
4142870000000000,1,136,4142870000000000,No,356.84,Yes,55602037,0,Yes
4219510000000000,2,194,4219510000000000,No,308.19,Yes,36662803,0,Yes
4473260000000000,6,475,4473260000000000,No,496.61,Yes,86087762,0,Yes
4722850000000000,2,235,4722850000000000,No,517.05,Yes,88115074,0,Yes
4157100000000000,3,299,4157100000000000,No,629.14,Yes,58289210,0,Yes
4835260000000000,4,341,4835260000000000,No,484.23,Yes,66497272,0,Yes
4772940000000000,4,325,4772940000000000,No,468.57,Yes,69469397,0,Yes
4275470000000000,3,298,4275470000000000,No,573.78,Yes,28495288,0,Yes
4773250000000000,6,466,4773250000000000,No,663.57,Yes,91419253,0,Yes
4594830000000000,4,285,4594830000000000,No,398.07,Yes,20869527,0,Yes
4521590000000000,5,374,4521590000000000,No,672.88,Yes,3440800,1,Yes
4868150000000000,3,215,4868150000000000,No,311.41,Yes,80362874,0,Yes
4038760000000000,4,326,4038760000000000,No,450.3,Yes,75832510,0,Yes
4718940000000000,5,378,4718940000000000,No,698.1,Yes,48209005,0,Yes
4781580000000000,4,281,4781580000000000,No,527.47,Yes,95577800,0,Yes
4075620000000000,4,324,4075620000000000,No,634.29,Yes,36392623,0,Yes
4582210000000000,6,433,4582210000000000,No,671.33,Yes,94788955,0,Yes
4956700000000000,10,755,4956700000000000,No,7.95,Yes,28963036,0,Yes
4071100000000000,9,639,4071100000000000,No,692.82,Yes,72481559,1,Yes
4427970000000000,2,147,4427970000000000,No,505.48,Yes,15444526,0,Yes
4978470000000000,4,347,4978470000000000,No,550.94,Yes,86916925,0,Yes
4103520000000000,5,411,4103520000000000,No,697.76,Yes,96152421,0,Yes
4126280000000000,6,486,4126280000000000,No,633.93,Yes,11181433,0,Yes
4014430000000000,4,287,4014430000000000,No,324.47,Yes,60141288,0,Yes
4545480000000000,3,216,4545480000000000,No,674.24,Yes,34386091,1,Yes
4864750000000000,5,405,4864750000000000,No,651.92,Yes,34398946,0,Yes
4486620000000000,1,137,4486620000000000,No,141.72,Yes,29499501,1,Yes
4027440000000000,5,355,4027440000000000,No,458.72,Yes,56536659,1,Yes
4083170000000000,8,579,4083170000000000,No,661.78,Yes,39288437,0,Yes
4684400000000000,6,450,4684400000000000,No,479.51,Yes,20828329,0,Yes
4677970000000000,1,119,4677970000000000,No,135.43,Yes,45410615,0,Yes
4533640000000000,4,327,4533640000000000,No,515.38,Yes,38960063,1,Yes
4057770000000000,2,146,4057770000000000,No,364.88,Yes,70581959,0,Yes
4206490000000000,1,79,4206490000000000,No,545.13,Yes,55693513,0,Yes
4187960000000000,2,191,4187960000000000,No,520.28,Yes,50541463,1,Yes
4103820000000000,1,168,4103820000000000,No,670.95,Yes,60938890,0,Yes
4320700000000000,3,219,4320700000000000,No,632.5,Yes,23200780,0,Yes
4744710000000000,1,122,4744710000000000,No,686.65,Yes,14113118,0,Yes
4551490000000000,5,366,4551490000000000,No,609.96,Yes,18015502,0,Yes
4371910000000000,3,298,4371910000000000,No,634.54,Yes,31921944,0,Yes
4296390000000000,4,304,4296390000000000,No,442.13,Yes,76590687,1,Yes
4629410000000000,4,281,4629410000000000,No,648.55,Yes,11324659,0,Yes
4291730000000000,6,511,4291730000000000,No,612.42,Yes,73560804,0,Yes
4741950000000000,1,122,4741950000000000,No,681.64,Yes,30000250,0,Yes
4186830000000000,8,609,4186830000000000,No,637.88,Yes,42609019,0,Yes
4553030000000000,4,321,4553030000000000,No,582.55,Yes,12295821,0,Yes
4421269669087110,2,156,4421269669087110,No,459.68,Yes,65268755,1,Yes
4396160000000000,3,288,4396160000000000,No,527.18,Yes,69776175,0,Yes
4087740000000000,3,232,4087740000000000,No,442.09,Yes,37457129,0,Yes
4345580000000000,6,487,4345580000000000,No,607.55,Yes,5365778,0,Yes
4834480000000000,5,387,4834480000000000,No,524.56,Yes,35925462,0,Yes
4522820000000000,5,389,4522820000000000,No,679.8,Yes,80504994,0,Yes
4725760000000000,2,188,4725760000000000,No,253.9,Yes,96864248,0,Yes
4322220000000000,6,458,4322220000000000,No,461.36,Yes,35782369,0,Yes
4526070000000000,5,385,4526070000000000,No,480.4,Yes,44957405,0,Yes
4831720000000000,4,354,4831720000000000,No,677.37,Yes,17938242,0,Yes
4503290000000000,8,578,4503290000000000,No,647.08,Yes,76470156,0,Yes
4114250000000000,1,111,4114250000000000,No,574.75,Yes,74567713,0,Yes
4702710000000000,3,300,4702710000000000,No,341.19,Yes,87589832,0,Yes
4554280000000000,4,304,4554280000000000,No,397.91,Yes,36650006,0,Yes
4489350000000000,3,298,4489350000000000,No,636.39,Yes,47322121,0,Yes
4182580000000000,3,238,4182580000000000,No,555.26,Yes,76692411,0,Yes
4368160000000000,4,300,4368160000000000,No,527.45,Yes,27487485,0,Yes
4668310000000000,4,281,4668310000000000,No,548.25,Yes,26194427,0,Yes
4451590000000000,2,208,4451590000000000,No,225.52,Yes,74851808,0,Yes
4412630000000000,1,139,4412630000000000,No,657.67,Yes,78532138,0,Yes
4887760000000000,1,72,4887760000000000,No,431.53,Yes,41599269,1,Yes
4552510000000000,1,82,4552510000000000,No,103.69,Yes,47120525,1,Yes
4960040000000000,1,142,4960040000000000,No,275.66,Yes,78033067,0,Yes
4341560000000000,6,474,4341560000000000,No,562.41,Yes,48023656,0,Yes
4754010000000000,3,221,4754010000000000,No,406.06,Yes,82747662,0,Yes
4476200000000000,1,100,4476200000000000,No,211.8,Yes,19835801,0,Yes
4470650000000000,5,431,4470650000000000,No,523.48,Yes,65985367,1,Yes
4121380000000000,8,591,4121380000000000,No,591.01,Yes,77477512,0,Yes
4868520000000000,1,80,4868520000000000,No,647.71,Yes,27791380,0,Yes
4246710000000000,1,88,4246710000000000,No,313.49,Yes,75379407,0,Yes
4171240000000000,4,374,4171240000000000,No,509.11,Yes,13587187,0,Yes
4506100000000000,2,207,4506100000000000,No,365.1,Yes,80443817,0,Yes
4888520000000000,3,274,4888520000000000,No,350.57,Yes,90633166,0,Yes
4986870000000000,6,437,4986870000000000,No,603.26,Yes,5543806,0,Yes
4335780000000000,1,138,4335780000000000,No,297.09,Yes,35660712,0,Yes
4674460000000000,4,313,4674460000000000,No,526.86,Yes,97891751,0,Yes
4086530000000000,2,181,4086530000000000,No,315.58,Yes,26980605,0,Yes
4475770000000000,2,223,4475770000000000,No,515.31,Yes,90203174,0,Yes
4782650000000000,7,513,4782650000000000,No,696.14,Yes,98352791,1,Yes
4767180000000000,3,227,4767180000000000,No,409.75,Yes,53385557,0,Yes
4296270000000000,2,227,4296270000000000,No,236.34,Yes,30073047,0,Yes
4129180000000000,3,310,4129180000000000,No,331.71,Yes,12509681,0,Yes
4054530000000000,1,113,4054530000000000,No,179.98,Yes,33377593,0,Yes
4126560000000000,1,147,4126560000000000,No,427.03,Yes,32264994,0,Yes
4177200000000000,3,268,4177200000000000,No,448.16,Yes,48888977,0,Yes
4949170000000000,4,311,4949170000000000,No,643.68,Yes,64790858,0,Yes
4233580000000000,4,323,4233580000000000,No,638.65,Yes,18762176,1,Yes
4162380000000000,4,357,4162380000000000,No,433.17,Yes,75205149,0,Yes
4260360000000000,4,369,4260360000000000,No,680.4,Yes,13043216,0,Yes
4799130000000000,3,218,4799130000000000,No,534.72,Yes,70376240,1,Yes
4605920000000000,4,315,4605920000000000,No,554.81,Yes,34940109,0,Yes
4533210000000000,4,331,4533210000000000,No,647.97,Yes,64488683,0,Yes
4693730000000000,4,307,4693730000000000,No,667.78,Yes,63936429,1,Yes
4915210000000000,3,217,4915210000000000,No,453.67,Yes,90489777,0,Yes
4452550000000000,3,227,4452550000000000,No,478.3,Yes,61941552,0,Yes
4085640000000000,3,249,4085640000000000,No,420.44,Yes,13893160,0,Yes
4085640000000000,8,640,4085640000000000,No,420.44,Yes,13893160,0,No
4085640000000000,3,249,4085640000000000,No,225.07,Yes,73486199,0,No
4085640000000000,8,640,4085640000000000,No,225.07,Yes,73486199,0,No
4151140000000000,1,103,4151140000000000,No,410.19,Yes,35357359,0,Yes
4002690000000000,5,420,4002690000000000,No,492.85,Yes,49300820,0,Yes
4398630000000000,3,304,4398630000000000,No,672.08,Yes,89414007,1,Yes
4392330000000000,9,682,4392330000000000,No,2.6,Yes,49704781,1,Yes
4938660000000000,2,219,4938660000000000,No,633.72,Yes,90060631,0,Yes
4302970000000000,8,621,4302970000000000,No,676.99,Yes,80339670,0,Yes
4147910000000000,4,368,4147910000000000,No,379.29,Yes,15152423,0,Yes
4382640000000000,4,332,4382640000000000,No,437.6,Yes,5471049,0,Yes
4739960000000000,2,187,4739960000000000,No,235.82,Yes,71043067,0,Yes
4491330000000000,3,214,4491330000000000,No,514.51,Yes,88817039,0,Yes
4282830000000000,3,245,4282830000000000,No,522.81,Yes,32809198,0,Yes
4207410000000000,2,203,4207410000000000,No,555.29,Yes,81145637,0,Yes
4254920000000000,2,181,4254920000000000,No,289.56,Yes,1991457,1,Yes
4189060000000000,4,317,4189060000000000,No,519.2,Yes,71297069,1,Yes
4723010000000000,7,513,4723010000000000,No,543.93,Yes,17115593,0,Yes
4232220000000000,2,144,4232220000000000,No,301.57,Yes,79650339,1,Yes
4948730000000000,5,422,4948730000000000,No,543.97,Yes,86944096,0,Yes
4190220000000000,2,143,4190220000000000,No,296.58,Yes,46636832,1,Yes
4465520000000000,6,470,4465520000000000,No,507.42,Yes,68175061,0,Yes
4786880000000000,1,100,4786880000000000,No,603.25,Yes,52251541,0,Yes
4651930000000000,3,279,4651930000000000,No,491.06,Yes,56907440,0,Yes
4893790000000000,2,198,4893790000000000,No,651.38,Yes,81595212,1,Yes
4467590000000000,6,425,4467590000000000,No,622.03,Yes,65446473,0,Yes
4588090000000000,2,209,4588090000000000,No,689.09,Yes,73183777,0,Yes
4498360000000000,3,220,4498360000000000,No,441.04,Yes,90076222,0,Yes
4454610000000000,6,436,4454610000000000,No,457.06,Yes,28128967,0,Yes
4235250000000000,5,399,4235250000000000,No,562.2,Yes,38975874,0,Yes
4180610000000000,4,301,4180610000000000,No,651.94,Yes,28871098,0,Yes
4789660000000000,1,144,4789660000000000,No,165.95,Yes,2378570,1,Yes
4252420000000000,4,347,4252420000000000,No,696.39,Yes,88931605,0,Yes
4365630000000000,3,253,4365630000000000,No,569.57,Yes,40104916,0,Yes
4687220000000000,2,166,4687220000000000,No,568.85,Yes,88531323,0,Yes
4916230000000000,4,340,4916230000000000,No,369.78,Yes,90260973,0,Yes
4530350000000000,1,104,4530350000000000,No,111.77,Yes,44389514,0,Yes
4124830000000000,2,204,4124830000000000,No,610.93,Yes,5713149,0,Yes
4308380000000000,4,363,4308380000000000,No,545.43,Yes,11446498,0,Yes
4198450000000000,3,289,4198450000000000,No,678.65,Yes,69097028,0,Yes
4671020000000000,3,236,4671020000000000,No,670.43,Yes,72156733,0,Yes
4921680000000000,3,302,4921680000000000,No,411.71,Yes,99357635,0,Yes
4537450000000000,2,185,4537450000000000,No,186.89,Yes,75896694,1,Yes
4450390000000000,2,161,4450390000000000,No,522.38,Yes,38212684,0,Yes
4096390000000000,2,240,4096390000000000,No,528.95,Yes,44920510,0,Yes
4352890000000000,5,377,4352890000000000,No,414.43,Yes,13384947,0,Yes
4694830000000000,5,420,4694830000000000,No,509.28,Yes,88163707,0,Yes
4792980000000000,1,95,4792980000000000,No,302.66,Yes,1300998,0,Yes
4991850000000000,6,483,4991850000000000,No,680.0,Yes,90047676,0,Yes
4665490000000000,5,434,4665490000000000,No,452.46,Yes,84395059,0,Yes
4595380000000000,2,179,4595380000000000,No,242.75,Yes,27846614,0,Yes
4151010000000000,2,215,4151010000000000,No,488.85,Yes,55052939,1,Yes
4663940000000000,2,216,4663940000000000,No,617.74,Yes,94725849,0,Yes
4820110000000000,4,377,4820110000000000,No,626.49,Yes,96215260,0,Yes
4826120000000000,5,369,4826120000000000,No,439.31,Yes,99829397,0,Yes
4119850000000000,9,652,4119850000000000,No,670.59,Yes,84535969,0,Yes
4118230000000000,3,210,4118230000000000,No,302.94,Yes,78661112,1,Yes
4804750000000000,2,147,4804750000000000,No,385.28,Yes,98247558,0,Yes
4739980000000000,8,589,4739980000000000,No,589.88,Yes,27899046,0,Yes
4839740000000000,3,243,4839740000000000,No,266.79,Yes,12711454,0,Yes
4239350000000000,2,190,4239350000000000,No,362.57,Yes,34828631,0,Yes
4979250000000000,2,176,4979250000000000,No,610.17,Yes,42538624,0,Yes
4059400000000000,6,478,4059400000000000,No,633.52,Yes,9599016,0,Yes
4600990000000000,4,348,4600990000000000,No,661.89,Yes,67583632,0,Yes
4989710000000000,6,517,4989710000000000,No,688.23,Yes,96488164,0,Yes
4067150000000000,4,334,4067150000000000,No,467.8,Yes,44822065,0,Yes
4904510000000000,2,221,4904510000000000,No,520.25,Yes,28471389,0,Yes
4373430000000000,1,113,4373430000000000,No,425.85,Yes,45293493,0,Yes
4156720000000000,4,354,4156720000000000,No,618.81,Yes,38964720,1,Yes
4768800000000000,6,445,4768800000000000,No,655.14,Yes,67427161,0,Yes
4105880000000000,8,625,4105880000000000,No,676.9,Yes,84444492,0,Yes
4667090000000000,3,250,4667090000000000,No,579.12,Yes,30893486,0,Yes
4269340000000000,8,592,4269340000000000,No,685.44,Yes,26656693,0,Yes
4269340000000000,1,146,4269340000000000,No,685.44,Yes,26656693,0,Yes
4269340000000000,8,592,4269340000000000,No,108.5,Yes,89975735,0,No
4269340000000000,1,146,4269340000000000,No,108.5,Yes,89975735,0,No
4270180000000000,2,148,4270180000000000,No,364.06,Yes,17796317,0,Yes
4921790000000000,7,554,4921790000000000,No,698.68,Yes,97824769,0,Yes
4632870000000000,1,76,4632870000000000,No,259.48,Yes,10329090,0,Yes
4077440000000000,3,297,4077440000000000,No,680.85,Yes,18532541,0,Yes
4077440000000000,3,296,4077440000000000,No,680.85,Yes,18532541,0,Yes
4077440000000000,3,297,4077440000000000,No,22.31,No,13795596,0,No
4077440000000000,3,296,4077440000000000,No,22.31,No,13795596,0,No
4073420000000000,1,108,4073420000000000,No,550.42,Yes,51162782,0,Yes
7115049984054710,4,347,7115049984054710,No,15000.0,Yes,21712227,1,Yes
2303568008721010,2,232,2303568008721010,No,363.21,Yes,24430287,0,Yes
4919670000000000,4,303,4919670000000000,No,354.65,Yes,75073985,0,Yes
4091140000000000,1,161,4091140000000000,No,300.55,Yes,51199936,0,Yes
4703850000000000,2,218,4703850000000000,No,528.1,Yes,63309347,0,Yes
4589340000000000,4,293,4589340000000000,No,378.19,Yes,71124613,0,Yes
4925800000000000,1,158,4925800000000000,No,432.89,Yes,90781007,0,Yes
4271990000000000,4,374,4271990000000000,No,565.15,Yes,14919925,0,Yes
4237480000000000,4,292,4237480000000000,No,399.92,Yes,10051496,0,Yes
8554970014513660,10,705,8554970014513660,No,765.55,Yes,95596670,0,Yes
3246864931813820,3,246,3246864931813820,No,398.71,Yes,29603603,0,Yes
4115870000000000,6,483,4115870000000000,No,630.07,Yes,44067055,0,Yes
4915860000000000,2,193,4915860000000000,No,218.36,Yes,63484418,0,Yes
4066870000000000,5,401,4066870000000000,No,545.74,Yes,96522733,0,Yes
4972910000000000,2,144,4972910000000000,No,497.64,Yes,68429590,0,Yes
4065860000000000,5,371,4065860000000000,No,550.9,Yes,24490987,1,Yes
4076580000000000,2,167,4076580000000000,No,665.55,Yes,73847172,0,Yes
4344370000000000,3,251,4344370000000000,No,650.06,Yes,70518812,0,Yes
4592660000000000,4,297,4592660000000000,No,500.84,Yes,94516112,0,Yes
4799490000000000,5,364,4799490000000000,No,565.01,Yes,26485616,0,Yes
4586680000000000,1,118,4586680000000000,No,378.61,Yes,63070970,1,Yes
4243090000000000,6,424,4243090000000000,No,449.07,Yes,16501548,0,Yes
4125330000000000,5,446,4125330000000000,No,552.94,Yes,74312659,0,Yes
4905990000000000,2,190,4905990000000000,No,314.19,Yes,56724609,0,Yes
4078870000000000,5,432,4078870000000000,No,515.59,Yes,25451406,0,Yes
4544590000000000,3,254,4544590000000000,No,504.97,Yes,96916449,0,Yes
4241380000000000,4,285,4241380000000000,No,421.99,Yes,50923358,0,Yes
4752530000000000,3,232,4752530000000000,No,337.11,Yes,52001245,0,Yes
4746980000000000,5,442,4746980000000000,No,592.98,Yes,18257122,0,Yes
4892090000000000,4,332,4892090000000000,No,584.03,Yes,51383646,0,Yes
4580690000000000,2,188,4580690000000000,No,401.05,Yes,40294900,0,Yes
4627170000000000,8,593,4627170000000000,No,648.61,Yes,12500005,0,Yes
4640150000000000,3,300,4640150000000000,No,670.16,Yes,18709027,0,Yes
4110500000000000,1,124,4110500000000000,No,626.66,Yes,44964368,0,Yes
4056690000000000,2,213,4056690000000000,No,621.63,Yes,76661994,0,Yes
4330800000000000,3,244,4330800000000000,No,304.08,Yes,98090327,0,Yes
4249920000000000,7,519,4249920000000000,No,535.48,Yes,35744330,0,Yes
4880270000000000,4,299,4880270000000000,No,499.61,Yes,78979011,0,Yes
4081320000000000,2,205,4081320000000000,No,425.85,Yes,33237714,0,Yes
4586350000000000,3,272,4586350000000000,No,281.22,Yes,30231464,0,Yes
4836720000000000,2,148,4836720000000000,No,397.37,Yes,97594002,0,Yes
6568399315190660,3,219,6568399315190660,No,593.69,Yes,89692445,0,Yes
2905851392930260,1,166,2905851392930260,No,215.46,Yes,41855040,0,Yes
4376650000000000,3,241,4376650000000000,No,481.03,Yes,67305952,0,Yes
4865370000000000,5,429,4865370000000000,No,587.63,Yes,13627721,0,Yes
4861490000000000,6,514,4861490000000000,No,596.7,Yes,28556816,0,Yes
4865550000000000,2,219,4865550000000000,No,269.09,Yes,97382068,0,Yes
4470900000000000,3,255,4470900000000000,No,472.6,Yes,6270075,0,Yes
4372650000000000,2,206,4372650000000000,No,396.74,Yes,33104808,0,Yes
4759670000000000,2,207,4759670000000000,No,591.82,Yes,49671490,0,Yes
4630630000000000,7,507,4630630000000000,No,690.36,Yes,89387431,0,Yes
4236960000000000,3,241,4236960000000000,No,248.89,Yes,12696055,0,Yes
4794470000000000,5,382,4794470000000000,No,512.86,Yes,2209611,0,Yes
4625110000000000,1,154,4625110000000000,No,663.17,Yes,98038625,0,Yes
4775020000000000,4,364,4775020000000000,No,391.2,Yes,80386109,0,Yes
4102520000000000,5,353,4102520000000000,No,379.31,Yes,39847923,0,Yes
4321520000000000,3,212,4321520000000000,No,230.23,Yes,76351928,0,Yes
4445590000000000,3,216,4445590000000000,No,545.64,Yes,21656715,0,Yes
4864710000000000,3,260,4864710000000000,No,642.7,Yes,95438542,0,Yes
4660730000000000,1,122,4660730000000000,No,309.09,Yes,89441046,0,Yes
4586840000000000,3,245,4586840000000000,No,644.07,Yes,78367358,0,Yes
4034540000000000,2,198,4034540000000000,No,208.88,Yes,77168432,0,Yes
4447810000000000,2,232,4447810000000000,No,330.85,Yes,5284338,0,Yes
4848530000000000,3,304,4848530000000000,No,410.25,Yes,26221399,0,Yes
4852540000000000,5,430,4852540000000000,No,611.31,Yes,88065342,0,Yes
4740460000000000,2,239,4740460000000000,No,381.18,Yes,34453198,0,Yes
4918580000000000,3,261,4918580000000000,No,545.19,Yes,28557832,0,Yes
4614760000000000,9,689,4614760000000000,No,698.97,Yes,21674026,0,Yes
4872730000000000,4,286,4872730000000000,No,368.45,Yes,17505945,0,Yes
4545680000000000,2,220,4545680000000000,No,433.21,Yes,87762533,0,Yes
4172160000000000,1,108,4172160000000000,No,535.59,Yes,13640059,0,Yes
4647580000000000,2,143,4647580000000000,No,471.89,Yes,53855376,1,Yes
4707620000000000,3,244,4707620000000000,No,254.98,Yes,91912580,0,Yes
4289620000000000,4,361,4289620000000000,No,386.38,Yes,13985778,0,Yes
4536480000000000,4,285,4536480000000000,No,3.58,Yes,78575673,0,Yes
4071160000000000,4,325,4071160000000000,No,464.05,Yes,6140298,1,Yes
4434260000000000,3,234,4434260000000000,No,493.27,Yes,59014689,0,Yes
4498320000000000,6,480,4498320000000000,No,594.87,Yes,72998231,0,Yes
4198740000000000,3,243,4198740000000000,No,463.51,Yes,41583305,0,Yes
4035600000000000,7,554,4035600000000000,No,574.73,Yes,87431306,0,Yes
4481400000000000,4,290,4481400000000000,No,334.74,Yes,50835230,0,Yes
4816440000000000,1,71,4816440000000000,No,512.66,Yes,3810159,1,Yes
4985410000000000,6,473,4985410000000000,No,698.42,Yes,20019273,0,Yes
4390650000000000,1,136,4390650000000000,No,685.09,Yes,90120627,0,Yes
4387730000000000,1,133,4387730000000000,No,670.84,Yes,38890979,1,Yes
4300510000000000,6,429,4300510000000000,No,512.22,Yes,24503168,0,Yes
4753850000000000,3,239,4753850000000000,No,280.56,Yes,9693945,0,Yes
4731660000000000,3,229,4731660000000000,No,598.94,Yes,80127137,0,Yes
4851440000000000,2,189,4851440000000000,No,438.34,Yes,75478250,0,Yes
4839100000000000,3,219,4839100000000000,No,506.97,Yes,94949148,1,Yes
4336110000000000,2,223,4336110000000000,No,649.53,Yes,10174240,0,Yes
4170120000000000,1,77,4170120000000000,No,590.5,Yes,78144400,0,Yes
4452040000000000,5,383,4452040000000000,No,480.82,Yes,28115539,0,Yes
4708570000000000,1,75,4708570000000000,No,159.85,Yes,44766416,1,Yes
4751490000000000,5,405,4751490000000000,No,567.31,Yes,43164678,0,Yes
4213800000000000,1,159,4213800000000000,No,579.01,Yes,62715816,0,Yes
4157730000000000,6,518,4157730000000000,No,660.51,Yes,37524279,0,Yes
4399100000000000,6,462,4399100000000000,No,564.09,Yes,57679750,1,Yes
4121970000000000,1,70,4121970000000000,No,124.39,Yes,95909470,0,Yes
4461240000000000,4,336,4461240000000000,No,550.7,Yes,92248272,0,Yes
4969060000000000,1,95,4969060000000000,No,360.09,Yes,48303033,0,Yes
4986070000000000,10,724,4986070000000000,No,5.92,Yes,12944801,0,Yes
3148076015251580,3,304,3148076015251580,No,377.75,Yes,76005963,0,Yes
3559206118915870,6,474,3559206118915870,No,2.7,Yes,47657115,0,Yes
2433025659393520,6,516,2433025659393520,No,2.01,Yes,32265329,0,Yes
9523652937945380,6,438,9523652937945380,No,631.16,Yes,6796470,0,Yes
5296880553210040,7,534,5296880553210040,No,720.75,Yes,73786327,0,Yes
8309520177215040,2,173,8309520177215040,No,206.27,Yes,58762207,1,Yes
6397519858206790,8,609,6397519858206790,No,6.74,Yes,6838907,0,Yes
5436358634203340,3,278,5436358634203340,No,313.87,Yes,13846932,0,Yes
9346612021051470,7,546,9346612021051470,No,2.71,Yes,8499644,0,Yes
